.I,data,.B,.C,.N,.X
53,recommend share algol committe,1959-10-01 00:00:00,,1978-03-22 16:13:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
54,sale simpl algebra languag engin brittenham clark kuss thompson smith,1959-10-01 00:00:00,,1978-03-22 16:14:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
55,algebra translat kaner,1959-10-01 00:00:00,,1978-03-22 16:15:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
56,propos standard flow chart symbol,1959-10-01 00:00:00,,1978-03-22 16:16:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
57,j e comput center,1959-10-01 00:00:00,,1978-03-22 16:17:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
58,lem one small size gener purpos digit comput use magnet ferrit element paper examin question develop construct gener purpos digit comput use contactless magnet ferrit capacit dezu long durat capacit memori element develop laboratori electr model vinityi sssr supervis professor l gutenmach machmudov,1959-10-01 00:00:00,,1978-03-22 16:21:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
59,survey progress trend develop use automat data process busi manag control system feder govern decemb one thousand nine hundr fifti seven iii,1959-09-01 00:00:00,,1978-03-22 16:41:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
60,alpha vector transform system linear constraint wersan,1959-09-01 00:00:00,,1978-03-22 16:42:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
61,ibm seven hundr nine tape matrix compil hornick,1959-09-01 00:00:00,,1978-03-22 16:43:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
62,multi dimension least squar polynomi curv fit lesh,1959-09-01 00:00:00,,1978-03-22 16:44:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
63,octal diagram binari concept applic comput design logic paper date back genesi binari concept circa five thousand year ago octal diagram four thousand eight hundr year ago deriv chin ancient analyz applic binari triniti octal diagram modern electron digit comput design logic li,1959-09-01 00:00:00,,1978-03-22 16:47:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
64,remark algol symbol manipul green,1959-09-01 00:00:00,,1978-03-22 16:47:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
65,algol sub committe report extens dijkstra heise perlis samelson,1959-09-01 00:00:00,,1978-03-22 16:49:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
66,propos gener card code two hundr fifti six charact bemer,1959-09-01 00:00:00,,1978-03-22 16:50:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
67,central european comput blachman,1959-09-01 00:00:00,,1978-03-22 16:52:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
68,role univers comput data process relat field studi make univers program unit state field comput data process oper research close relat field univers polici organ administr faculti student research curricula equip financ investig integr univers program recommend reflect convict mani present activ relat comput develop disciplin legitim provinc univers scholar detail recommend graduat school comput scienc give fein,1959-09-01 00:00:00,,1978-03-22 18:05:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
69,statist program ibm six hundr fifti part collect give brief descript statist program use univers comput center ibm six hundr fifti hamblen,1959-08-01 00:00:00,,1978-03-22 18:07:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
70,construct set test matric paper develop equat properti set test matric use determin accuraci routin find invers determin eigenvalu matrix aegerter,1959-08-01 00:00:00,,1978-03-22 18:09:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
71,propos feasibl program system paper propos design program facil involv digit comput program assist prepar larg scale real time program facil capabl prepar program varieti machin characterist similar facil comput one basic assumpt enough random access storag avail avoid necess segment construct program fashion trivial one assumpt somewhat unrealist intend provid opportun concentr aspect program construct program system stress discoveri sourc program statement mani error possibl attempt construct object program among comput characterist advoc program interrupt scheme larg set charact indirect address bagley,1959-08-01 00:00:00,,1978-03-22 18:16:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
72,educ program comput hollingsworth,1959-08-01 00:00:00,,1978-03-22 18:18:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
73,real time data assimil gschwind,1959-07-01 00:00:00,,1978-03-22 18:19:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
74,high speed sort procedur shell,1959-07-01 00:00:00,,1978-03-22 18:20:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
75,paramet estim simpl nonlinear model chow,1959-07-01 00:00:00,,1978-03-22 18:22:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
76,binari convers fix decim precis decim fraction taranto,1959-07-01 00:00:00,,1978-03-22 18:23:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
77,gat construct translat arden graham,1959-07-01 00:00:00,,1978-03-22 18:24:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
78,remark practic solut characterist valu problem paper concern practic solut characterist valu problem ordinari differenti equat appar sequenti comput digit analog solv initi valu problem rather boundari valu problem mathemat process must find compens machin inadequaci compens machin imperfect cours normal activ numer analyst number paper appli particular devic particular problem purpos note establish mathemat framework model practic procedur thu assist use extens idea particular problem wouk,1959-06-01 00:00:00,,1978-03-22 18:30:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
79,program machin extend address calcul mechan schecher,1959-06-01 00:00:00,,1978-03-22 18:31:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
80,techniqu comput critic rotat speed flexibl shaft automat comput schwartz,1959-06-01 00:00:00,,1978-03-22 18:35:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
81,norc high speed printer gleissner,1959-06-01 00:00:00,,1978-03-22 18:36:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
82,handl identifi intern symbol languag processor substitut comput orient symbol programm orient symbol languag processor examin feasibl method present williams,1959-06-01 00:00:00,,1978-03-22 18:38:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
83,visit comput center soviet union iii,1959-06-01 00:00:00,,1978-03-22 18:39:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
84,survey progress trend develop use automat data process busi manag control system feder govern decemb one thousand nine hundr fifti seven ii part two see ca five hundr nineti thousand four hundr six,1959-05-01 00:00:00,,1978-03-22 18:42:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
85,error analysi float point arithmet iii,1959-05-01 00:00:00,,1978-03-22 18:43:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
86,survey progress trend develop use automat data process busi manag control system feder govern decemb one thousand nine hundr fifti seven ,1959-04-01 00:00:00,,1978-03-22 18:48:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
87,note method gener point uniformli n dimension sphere muller,1959-04-01 00:00:00,,1978-03-22 19:04:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
88,effici method gener uniformli distribut point surfac n dimension sphere hicks wheeling,1959-04-01 00:00:00,,1978-03-22 19:10:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
89,routin find solut simultan linear equat polynomi coeffici larson marshall,1959-04-01 00:00:00,,1978-03-22 19:12:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
90,binari arithmet discret variabl word length serial comput ercoli vacca,1959-04-01 00:00:00,,1978-03-22 19:13:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
91,mathemat procedur machin divis gilman,1959-04-01 00:00:00,,1978-03-22 19:14:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
92,checklist intellig program system remark variat exist degre sophist variou program system particular manifest jungl assort devic reproduc limit human decis procedur attempt make begin systemat classif variou devic educ comput take decis make function one mani human oper demonstr feasibl date highli desir futur bemer,1959-03-01 00:00:00,,1978-03-22 20:01:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
93,formula comput orient languag techniqu show enabl comput translat simpl algebra formula three address comput code wegstein,1959-03-01 00:00:00,,1978-03-22 20:03:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
94,iter method fit logist curv iter method give find logist curv best least squar fit set two dimension point howell,1959-03-01 00:00:00,,1978-03-22 20:04:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
95,elimin special function differenti equat set ordinari differenti equat contain mathemat function requir use subroutin numer solut electron comput tabular data numer solut hand calcul function gener analog method appli sometim expand equival set equat contain function practic function satisfi suffici simpl differenti equat thu among function elimin procedur trigonometr invers trigonometr exponenti mani transcendent function powers,1959-03-01 00:00:00,,1978-03-22 20:08:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
96,comput radiat integr rel merit cost four way evalu typic radiat integr contain spheric bessel function investig method desk machin evalu finit seri integr appropri differenti equat reev electron analog comput litton forti ibm seven hundr four comput result gener applic equat separ helmholtz wave equat hansen bailin rutishauser,1959-02-01 00:00:00,,1978-03-22 20:16:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
97,signal corp research develop automat program digit comput luebbert jr ,1959-02-01 00:00:00,,1978-03-22 20:19:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
98,arithmet translat compil ibm fortran automat code system sheridan,1959-02-01 00:00:00,,1978-03-22 20:21:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
99,possibl modif intern algebra languag green,1959-02-01 00:00:00,,1978-03-22 20:22:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
100,recur subscript compil list type memori iii,1959-02-01 00:00:00,,1978-03-22 20:23:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
101,nuclear reactor code nather sangren,1959-01-01 00:00:00,,1978-03-22 20:24:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
102,comparison six hundr fifti program method curtz riordan spohnm ,1960-12-01 00:00:00,,1978-03-20 18:18:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
