,.I,data,.B
263,264.0,a generalized polyphase merge algorithm reynolds  ,1961-11-01
264,265.0,low level language subroutines for use within fortran barnett  this paper describes some subroutines coded in symbolic languages and for use within fortran coded programs to deal with special arithmetic e g multi precision arithmetic symbol manipulation bit manipulation and expanded character set input output and visual display,1961-11-01
265,266.0,fitting spheres by the method of least squares robinson  ,1961-11-01
266,267.0,some proposals for improving the efficiency of algol 60 wilkes  ,1961-11-01
267,268.0,stochastic evaluation of a static storage allocation cohen  ,1961-10-01
268,269.0,core allocation based on probability riskin  ,1961-10-01
269,270.0,techniques for storage allocation algorithms jr   ,1961-10-01
270,271.0,a semi automatic storage allocation system at loading time heising  larner  ,1961-10-01
271,272.0,a storage allocation scheme for algol 60 jensen  mondrup  naur  a storage allocation scheme for a machine with a 2048 instruction core store and a magnetic drum is described the use of the drum for storing program blocks and or data must be directed by the programmer through auxiliary information in the algol program the administrative routines controlling the storage at run time are described in full a detailed example is given,1961-10-01
272,273.0,experience in automatic storage allocation jr   ,1961-10-01
273,274.0,dynamic storage allocation in the atlas computer including an automatic use of a backing store fotheringham  ,1961-10-01
274,275.0,dynamic storage allocation for an information retrieval system sams  ,1961-10-01
275,276.0,program organization and record keeping for dynamic storage allocation holt  the material presented in this paper is part of the design plan of the core allocation portion of the ascii matic programming system project ascii matic is concerned with the application of computer techniques to the activities of certain headquarters military intelligence operations of the u s army,1961-10-01
276,277.0,problems of storage allocation in a multiprocessor multiprogrammed system maher  ,1961-10-01
277,278.0,a general formulation of storage allocation jr   formalization of a general computer storage allocation process is attempted with a given computer m is associated a fictitious computer m essentially identical to m except in respect to possession of unbounded primary storage mappings of the total storage set internal and external of m into the direct address set of m are introduced a program sequence p for m is termed m admissible relative to a specific execution time period if there is a mapping underwhich p and its effective data referents are all located in the direct address set of m storage allocation is considered as a process of establishing for an arbitrary m program a sequence of mappings a decoupling of the program into m admissible subprograms and a linking set of interludes an existence proof in terms of a completely interpretive m program as indicated some special cases are discussed various restrictions on generality of m programs are considered under which more practical realization of allocation processes becomes tractable,1961-10-01
278,279.0,the case for dynamic storage allocation sams  ,1961-10-01
279,280.0,a preplanned approach to a storage allocating compiler o neil  ,1961-10-01
280,281.0,putting a hex on e x feurzeig  recent notes on approximate natural antilogy have not considered indirect formulations for describing e x in this note we produce a particular family of very fast high precision and eminently practical exponential evaluation formulas derived from one such formulation,1961-10-01
281,282.0,optimum tape writing procedures hutchinson  consider a magnetic tape system with a read check after writing where an error occurs in writing a record a programmed error routine may either bypass some or all of the area on tape or try to rewrite the record on the same area this paper evaluates these two procedures on the basis of expected loss of computer time and develops a decision rule for selecting the optimum procedure the rule depends critically on the number of times the tape being written will be used in the future in the case where the optimum procedure is to bypass an area a second decision the size of the area to be bypassed is necessary a formula is developed to determine the optimum area to be bypassed for each procedure,1961-09-01
282,283.0,inversion of a complex matrix tornheim  ,1961-09-01
283,284.0,manipulation of algebraic expressions rom  an algorithm for algebraically manipulating expressions of the form sum cipi i 1 n has been developed in conjunction with the development of programs for systems analysis problems this algorithm enablesus to derive over all system transfer functions from algebraically described block diagrams of any linear continuous multi loop feedback system the machine representation of the derived expression is by virtue of the algorithm in a form which simplifies the task of compiling the algorithm was developed for a particular purpose in connection with system analysis studies however its application as a mathematical device extends far beyond the confines of the original problem,1961-09-01
